pid	X	Y	pixelSpacingX	pixelSpacingY	sliceSpacing	scaleFactor
688	256	218	1.5625	1.5625	10.02	1.0
615	256	192	1.40625	1.40625	10.0	1.0
622	256	192	1.03125	1.03125	7.98	0.7272727272727273
591	192	256	1.78125	1.78125	10.0	0.42105263157894735
619_b	192	256	1.40625	1.40625	10.0	0.5
543	192	256	1.40625	1.40625	10.0	1.0
572	192	256	1.40625	1.40625	10.0	0.5
539	192	256	1.5625	1.5625	10.0	1.0
616	192	256	1.40625	1.40625	10.02	1.0
598	256	192	1.40625	1.40625	10.0	0.5
553	192	256	1.40625	1.40625	10.0	1.0
584	192	256	1.40625	1.40625	10.0	1.0
614	208	256	1.40625	1.40625	10.0	0.5
506	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
689	256	192	1.40625	1.40625	10.0	1.0
630	192	256	1.40625	1.40625	10.0	1.0
692	256	256	1.40625	1.40625	8.0	1.0
556	256	192	1.40625	1.40625	10.02	1.0
629	256	256	1.71875	1.71875	10.0	1.0
697	256	192	1.40625	1.40625	10.0	1.0
515	192	256	1.40625	1.40625	10.0	1.0
683	218	256	1.40625	1.40625	10.0	1.0
513	256	192	1.328125	1.328125	10.02	1.0
643	256	216	1.5625	1.5625	10.0	1.0
693	192	256	1.40625	1.40625	10.0	1.0
645	192	256	1.40625	1.40625	10.0	1.0
587	192	256	1.40625	1.40625	10.0	1.0
557	192	256	1.40625	1.40625	10.0	1.0
521	256	192	1.40625	1.40625	10.0	1.0
617	256	192	1.40625	1.40625	10.0	1.0
551	256	192	1.40625	1.40625	10.0	1.0
691	256	192	1.328125	1.328125	10.0	1.0
653	256	192	1.5625	1.5625	10.0	1.0
555	192	256	1.484375	1.484375	10.0	1.0
578	256	192	1.5625	1.5625	10.0	1.0
517	192	256	0.8437500149011624	0.8437500149011624	6.0	0.8
633	192	256	1.40625	1.40625	10.0	1.0
648	192	256	1.5625	1.5625	10.0	1.0
605	192	256	1.40625	1.40625	10.0	1.0
523	256	192	1.40625	1.40625	10.0	1.0
532	218	256	1.40625	1.40625	10.02	1.0
631	192	256	1.40625	1.40625	10.0	1.0
577	192	256	1.40625	1.40625	10.0	1.0
595	192	256	1.7890625149011725	1.7890625149011725	10.0	0.36363636363636365
686	192	256	1.40625	1.40625	10.0	1.0
606	192	256	1.40625	1.40625	10.0	1.0
566	256	256	1.78125	1.78125	10.0	0.42105263157894735
531	192	256	1.40625	1.40625	10.0	1.0
518	192	256	1.40625	1.40625	10.0	1.0
672	192	256	1.40625	1.40625	10.0	1.0
507	192	256	1.40625	1.40625	10.0	1.0
604	192	256	1.40625	1.40625	10.0	1.0
549	192	256	1.5625	1.5625	10.0	1.0
561	192	256	1.40625	1.40625	10.0	1.0
522	208	256	1.296875	1.296875	10.0	0.5
677	192	256	1.40625	1.40625	10.0	1.0
590	192	256	1.40625	1.40625	10.0	0.5
525	192	256	1.40625	1.40625	10.0	1.0
