source	set	file	bg	lv	my
7T	masks	30_slice008_frame019-mask.png	234750	4664	2250
7T	masks	30_slice008_frame020-mask.png	234403	4682	2579
7T	masks	30_slice008_frame021-mask.png	234322	4960	2382
7T	masks	30_slice008_frame022-mask.png	234383	5089	2192
7T	masks	30_slice008_frame023-mask.png	234370	4989	2305
7T	masks	30_slice008_frame024-mask.png	234063	4920	2681
7T	masks	30_slice009_frame000-mask.png	234238	5211	2215
7T	masks	30_slice009_frame001-mask.png	233940	5078	2646
7T	masks	30_slice009_frame002-mask.png	233950	5169	2545
7T	masks	30_slice009_frame003-mask.png	233849	5161	2654
7T	masks	30_slice009_frame004-mask.png	233922	5291	2451
7T	masks	30_slice009_frame005-mask.png	233778	5171	2715
7T	masks	30_slice009_frame006-mask.png	233880	5182	2602
7T	masks	30_slice009_frame007-mask.png	233905	5207	2552
7T	masks	30_slice009_frame008-mask.png	233862	4707	3095
7T	masks	30_slice009_frame009-mask.png	233989	4666	3009
7T	masks	30_slice009_frame010-mask.png	234353	4495	2816
7T	masks	30_slice009_frame011-mask.png	234296	4660	2708
7T	masks	30_slice009_frame012-mask.png	234612	4379	2673
7T	masks	30_slice009_frame013-mask.png	234602	4170	2892
7T	masks	30_slice009_frame014-mask.png	234518	3981	3165
7T	masks	30_slice009_frame015-mask.png	234187	4330	3147
7T	masks	30_slice009_frame016-mask.png	234395	4134	3135
7T	masks	30_slice009_frame017-mask.png	234725	4223	2716
7T	masks	30_slice009_frame018-mask.png	234098	5037	2529
7T	masks	30_slice009_frame019-mask.png	234604	4935	2125
7T	masks	30_slice009_frame020-mask.png	234316	5154	2194
7T	masks	30_slice009_frame021-mask.png	234011	5293	2360
7T	masks	30_slice009_frame022-mask.png	234693	4914	2057
7T	masks	30_slice009_frame023-mask.png	234088	5384	2192
7T	masks	30_slice009_frame024-mask.png	233425	5823	2416
7T	masks	30_slice010_frame000-mask.png	233494	5557	2613
7T	masks	30_slice010_frame001-mask.png	233576	5335	2753
7T	masks	30_slice010_frame002-mask.png	234042	5211	2411
7T	masks	30_slice010_frame003-mask.png	234568	4445	2651
7T	masks	30_slice010_frame004-mask.png	234587	3935	3142
7T	masks	30_slice010_frame005-mask.png	234891	3051	3722
7T	masks	30_slice010_frame006-mask.png	235350	2806	3508
7T	masks	30_slice010_frame007-mask.png	234884	2882	3898
7T	masks	30_slice010_frame008-mask.png	235312	2804	3548
7T	masks	30_slice010_frame009-mask.png	235155	3074	3435
7T	masks	30_slice010_frame010-mask.png	235020	3463	3181
7T	masks	30_slice010_frame011-mask.png	234268	4539	2857
7T	masks	30_slice010_frame012-mask.png	234279	4575	2810
7T	masks	30_slice010_frame013-mask.png	234080	4443	3141
7T	masks	30_slice010_frame014-mask.png	233639	5485	2540
7T	masks	30_slice010_frame015-mask.png	233690	5412	2562
7T	masks	30_slice010_frame016-mask.png	233588	5383	2693
7T	masks	30_slice010_frame017-mask.png	233724	5399	2541
7T	masks	30_slice010_frame018-mask.png	233516	5597	2551
7T	masks	30_slice010_frame019-mask.png	233257	5689	2718
7T	masks	30_slice010_frame020-mask.png	233245	5607	2812
7T	masks	30_slice010_frame021-mask.png	232988	5770	2906
7T	masks	30_slice010_frame022-mask.png	233383	5710	2571
7T	masks	30_slice010_frame023-mask.png	233124	6102	2438
7T	masks	30_slice010_frame024-mask.png	233029	5799	2836
7T	masks	30_slice011_frame000-mask.png	233960	5184	2520
7T	masks	30_slice011_frame001-mask.png	234034	4922	2708
7T	masks	30_slice011_frame002-mask.png	233929	5009	2726
7T	masks	30_slice011_frame003-mask.png	233982	5136	2546
7T	masks	30_slice011_frame004-mask.png	233991	5122	2551
7T	masks	30_slice011_frame005-mask.png	234232	4843	2589
7T	masks	30_slice011_frame006-mask.png	234205	4365	3094
7T	masks	30_slice011_frame007-mask.png	234200	4603	2861
7T	masks	30_slice011_frame008-mask.png	234383	4429	2852
7T	masks	30_slice011_frame009-mask.png	234609	4549	2506
7T	masks	30_slice011_frame010-mask.png	234590	4552	2522
7T	masks	30_slice011_frame011-mask.png	234294	4783	2587
7T	masks	30_slice011_frame012-mask.png	234299	4424	2941
7T	masks	30_slice011_frame013-mask.png	234247	4635	2782
7T	masks	30_slice011_frame014-mask.png	234231	4458	2975
7T	masks	30_slice011_frame015-mask.png	234401	4230	3033
7T	masks	30_slice011_frame016-mask.png	234158	5145	2361
7T	masks	30_slice011_frame017-mask.png	233970	5181	2513
7T	masks	30_slice011_frame018-mask.png	233826	5432	2406
7T	masks	30_slice011_frame019-mask.png	233846	5630	2188
7T	masks	30_slice011_frame020-mask.png	233342	5995	2327
7T	masks	30_slice011_frame021-mask.png	233494	5936	2234
7T	masks	30_slice011_frame022-mask.png	233722	5648	2294
7T	masks	30_slice011_frame023-mask.png	233600	5633	2431
7T	masks	30_slice011_frame024-mask.png	233611	5801	2252
7T	masks	30_slice012_frame000-mask.png	233722	5028	2914
7T	masks	30_slice012_frame001-mask.png	234253	4749	2662
7T	masks	30_slice012_frame002-mask.png	234876	4017	2771
7T	masks	30_slice012_frame003-mask.png	234832	4328	2504
7T	masks	30_slice012_frame004-mask.png	235289	4087	2288
7T	masks	30_slice012_frame005-mask.png	235450	3823	2391
7T	masks	30_slice012_frame006-mask.png	235441	3905	2318
7T	masks	30_slice012_frame007-mask.png	235144	3747	2773
7T	masks	30_slice012_frame008-mask.png	235451	3373	2840
7T	masks	30_slice012_frame009-mask.png	235391	3802	2471
7T	masks	30_slice012_frame010-mask.png	234511	3791	3362
7T	masks	30_slice012_frame011-mask.png	234694	4185	2785
7T	masks	30_slice012_frame012-mask.png	234906	4226	2532
7T	masks	30_slice012_frame013-mask.png	234259	4667	2738
7T	masks	30_slice012_frame014-mask.png	234117	5021	2526
7T	masks	30_slice012_frame015-mask.png	233928	5065	2671
7T	masks	30_slice012_frame016-mask.png	234034	5204	2426
7T	masks	30_slice012_frame017-mask.png	234029	4854	2781
7T	masks	30_slice012_frame018-mask.png	233816	4891	2957
7T	masks	30_slice012_frame019-mask.png	233795	5211	2658
7T	masks	30_slice012_frame020-mask.png	233986	5041	2637
7T	masks	30_slice012_frame021-mask.png	233973	5228	2463
7T	masks	30_slice012_frame022-mask.png	233845	5371	2448
7T	masks	30_slice012_frame023-mask.png	234031	5334	2299
7T	masks	30_slice012_frame024-mask.png	233659	5354	2651
7T	masks	30_slice013_frame000-mask.png	234670	4897	2097
7T	masks	30_slice013_frame001-mask.png	234952	4661	2051
7T	masks	30_slice013_frame002-mask.png	235268	3943	2453
7T	masks	30_slice013_frame003-mask.png	235296	4298	2070
7T	masks	30_slice013_frame004-mask.png	241664	0	0
7T	masks	30_slice013_frame005-mask.png	241664	0	0
7T	masks	30_slice013_frame006-mask.png	241664	0	0
7T	masks	30_slice013_frame007-mask.png	241664	0	0
7T	masks	30_slice013_frame008-mask.png	241664	0	0
7T	masks	30_slice013_frame009-mask.png	241664	0	0
7T	masks	30_slice013_frame010-mask.png	241664	0	0
7T	masks	30_slice013_frame011-mask.png	241664	0	0
7T	masks	30_slice013_frame012-mask.png	241664	0	0
7T	masks	30_slice013_frame013-mask.png	234811	4100	2753
7T	masks	30_slice013_frame014-mask.png	235037	4107	2520
7T	masks	30_slice013_frame015-mask.png	235159	4121	2384
7T	masks	30_slice013_frame016-mask.png	234839	4420	2405
7T	masks	30_slice013_frame017-mask.png	235147	4304	2213
7T	masks	30_slice013_frame018-mask.png	234945	4280	2439
7T	masks	30_slice013_frame019-mask.png	234643	4743	2278
7T	masks	30_slice013_frame020-mask.png	234630	4696	2338
7T	masks	30_slice013_frame021-mask.png	234480	4975	2209
7T	masks	30_slice013_frame022-mask.png	234412	5047	2205
7T	masks	30_slice013_frame023-mask.png	234172	4950	2542
7T	masks	30_slice013_frame024-mask.png	234586	4958	2120
7T	masks	30_slice014_frame000-mask.png	241664	0	0
7T	masks	30_slice014_frame001-mask.png	241664	0	0
7T	masks	30_slice014_frame002-mask.png	241664	0	0
7T	masks	30_slice014_frame003-mask.png	241664	0	0
7T	masks	30_slice014_frame004-mask.png	241664	0	0
7T	masks	30_slice014_frame005-mask.png	241664	0	0
7T	masks	30_slice014_frame006-mask.png	241664	0	0
7T	masks	30_slice014_frame007-mask.png	241664	0	0
7T	masks	30_slice014_frame008-mask.png	241664	0	0
7T	masks	30_slice014_frame009-mask.png	241664	0	0
7T	masks	30_slice014_frame010-mask.png	241664	0	0
7T	masks	30_slice014_frame011-mask.png	241664	0	0
7T	masks	30_slice014_frame012-mask.png	241664	0	0
7T	masks	30_slice014_frame013-mask.png	241664	0	0
7T	masks	30_slice014_frame014-mask.png	241664	0	0
7T	masks	30_slice014_frame015-mask.png	241664	0	0
7T	masks	30_slice014_frame016-mask.png	241664	0	0
7T	masks	30_slice014_frame017-mask.png	241664	0	0
7T	masks	30_slice014_frame018-mask.png	241664	0	0
7T	masks	30_slice014_frame019-mask.png	241664	0	0
7T	masks	30_slice014_frame020-mask.png	241664	0	0
7T	masks	30_slice014_frame021-mask.png	241664	0	0
7T	masks	30_slice014_frame022-mask.png	241664	0	0
7T	masks	30_slice014_frame023-mask.png	241664	0	0
7T	masks	30_slice014_frame024-mask.png	241664	0	0
7T	masks	31_slice000_frame000-mask.png	241664	0	0
7T	masks	31_slice000_frame001-mask.png	241664	0	0
7T	masks	31_slice000_frame002-mask.png	241664	0	0
7T	masks	31_slice000_frame003-mask.png	241664	0	0
7T	masks	31_slice000_frame004-mask.png	241664	0	0
7T	masks	31_slice000_frame005-mask.png	241664	0	0
7T	masks	31_slice000_frame006-mask.png	241664	0	0
7T	masks	31_slice000_frame007-mask.png	241664	0	0
7T	masks	31_slice000_frame008-mask.png	241664	0	0
7T	masks	31_slice000_frame009-mask.png	241664	0	0
7T	masks	31_slice000_frame010-mask.png	241664	0	0
7T	masks	31_slice000_frame011-mask.png	241664	0	0
7T	masks	31_slice000_frame012-mask.png	241664	0	0
7T	masks	31_slice000_frame013-mask.png	241664	0	0
7T	masks	31_slice000_frame014-mask.png	241664	0	0
7T	masks	31_slice000_frame015-mask.png	241664	0	0
7T	masks	31_slice000_frame016-mask.png	241664	0	0
7T	masks	31_slice000_frame017-mask.png	241664	0	0
7T	masks	31_slice000_frame018-mask.png	241664	0	0
7T	masks	31_slice000_frame019-mask.png	241664	0	0
7T	masks	31_slice001_frame000-mask.png	239858	802	1004
7T	masks	31_slice001_frame001-mask.png	239887	1056	721
7T	masks	31_slice001_frame002-mask.png	239917	1111	636
7T	masks	31_slice001_frame003-mask.png	240259	646	759
7T	masks	31_slice001_frame004-mask.png	240247	803	614
7T	masks	31_slice001_frame005-mask.png	240273	689	702
7T	masks	31_slice001_frame006-mask.png	240257	785	622
7T	masks	31_slice001_frame007-mask.png	240267	742	655
7T	masks	31_slice001_frame008-mask.png	240534	0	1130
7T	masks	31_slice001_frame009-mask.png	240246	460	958
7T	masks	31_slice001_frame010-mask.png	240251	727	686
7T	masks	31_slice001_frame011-mask.png	240244	808	612
7T	masks	31_slice001_frame012-mask.png	240281	834	549
7T	masks	31_slice001_frame013-mask.png	240175	875	614
7T	masks	31_slice001_frame014-mask.png	240102	988	574
7T	masks	31_slice001_frame015-mask.png	240063	1052	549
7T	masks	31_slice001_frame016-mask.png	240052	1030	582
7T	masks	31_slice001_frame017-mask.png	240027	1063	574
7T	masks	31_slice001_frame018-mask.png	240016	1071	577
7T	masks	31_slice001_frame019-mask.png	239821	1140	703
7T	masks	31_slice002_frame000-mask.png	238981	1392	1291
7T	masks	31_slice002_frame001-mask.png	238969	1527	1168
7T	masks	31_slice002_frame002-mask.png	239041	1355	1268
7T	masks	31_slice002_frame003-mask.png	239388	1109	1167
7T	masks	31_slice002_frame004-mask.png	239468	1165	1031
7T	masks	31_slice002_frame005-mask.png	239493	870	1301
7T	masks	31_slice002_frame006-mask.png	239496	953	1215
7T	masks	31_slice002_frame007-mask.png	239632	1086	946
7T	masks	31_slice002_frame008-mask.png	239593	1106	965
7T	masks	31_slice002_frame009-mask.png	239516	1055	1093
7T	masks	31_slice002_frame010-mask.png	239493	1446	725
7T	masks	31_slice002_frame011-mask.png	239458	1477	729
7T	masks	31_slice002_frame012-mask.png	239254	1504	906
7T	masks	31_slice002_frame013-mask.png	239213	1649	802
7T	masks	31_slice002_frame014-mask.png	239204	1734	726
7T	masks	31_slice002_frame015-mask.png	239131	1770	763
7T	masks	31_slice002_frame016-mask.png	239119	1712	833
7T	masks	31_slice002_frame017-mask.png	239098	1747	819
7T	masks	31_slice002_frame018-mask.png	239081	1840	743
7T	masks	31_slice002_frame019-mask.png	239110	1741	813
7T	masks	31_slice003_frame000-mask.png	237715	2338	1611
7T	masks	31_slice003_frame001-mask.png	237722	2559	1383
7T	masks	31_slice003_frame002-mask.png	237836	2272	1556
7T	masks	31_slice003_frame003-mask.png	238552	1864	1248
7T	masks	31_slice003_frame004-mask.png	238988	1506	1170
7T	masks	31_slice003_frame005-mask.png	239024	1394	1246
7T	masks	31_slice003_frame006-mask.png	239029	1393	1242
7T	masks	31_slice003_frame007-mask.png	239063	1505	1096
7T	masks	31_slice003_frame008-mask.png	239052	1277	1335
7T	masks	31_slice003_frame009-mask.png	239021	1321	1322
7T	masks	31_slice003_frame010-mask.png	238762	1805	1097
7T	masks	31_slice003_frame011-mask.png	238704	2127	833
7T	masks	31_slice003_frame012-mask.png	238613	2147	904
7T	masks	31_slice003_frame013-mask.png	238587	2254	823
7T	masks	31_slice003_frame014-mask.png	238524	2239	901
7T	masks	31_slice003_frame015-mask.png	238457	2271	936
7T	masks	31_slice003_frame016-mask.png	238430	2295	939
7T	masks	31_slice003_frame017-mask.png	238374	2387	903
7T	masks	31_slice003_frame018-mask.png	238345	2431	888
7T	masks	31_slice003_frame019-mask.png	238572	2120	972
7T	masks	31_slice004_frame000-mask.png	236452	3149	2063
7T	masks	31_slice004_frame001-mask.png	236439	3466	1759
7T	masks	31_slice004_frame002-mask.png	236445	3477	1742
7T	masks	31_slice004_frame003-mask.png	236539	3139	1986
7T	masks	31_slice004_frame004-mask.png	237391	2364	1909
7T	masks	31_slice004_frame005-mask.png	237550	2186	1928
7T	masks	31_slice004_frame006-mask.png	237799	1926	1939
7T	masks	31_slice004_frame007-mask.png	237925	1890	1849
7T	masks	31_slice004_frame008-mask.png	237950	1737	1977
7T	masks	31_slice004_frame009-mask.png	237767	2204	1693
7T	masks	31_slice004_frame010-mask.png	237783	2255	1626
7T	masks	31_slice004_frame011-mask.png	237718	2759	1187
7T	masks	31_slice004_frame012-mask.png	237458	2976	1230
7T	masks	31_slice004_frame013-mask.png	237300	3185	1179
7T	masks	31_slice004_frame014-mask.png	236909	3227	1528
7T	masks	31_slice004_frame015-mask.png	236902	3146	1616
7T	masks	31_slice004_frame016-mask.png	236898	3507	1259
7T	masks	31_slice004_frame017-mask.png	236824	3526	1314
7T	masks	31_slice004_frame018-mask.png	236740	3559	1365
7T	masks	31_slice004_frame019-mask.png	236423	3265	1976
7T	masks	31_slice005_frame000-mask.png	235277	3886	2501
7T	masks	31_slice005_frame001-mask.png	235382	4186	2096
7T	masks	31_slice005_frame002-mask.png	235712	3462	2490
7T	masks	31_slice005_frame003-mask.png	236652	2938	2074
7T	masks	31_slice005_frame004-mask.png	236815	2488	2361
7T	masks	31_slice005_frame005-mask.png	236971	2543	2150
7T	masks	31_slice005_frame006-mask.png	237184	2106	2374
7T	masks	31_slice005_frame007-mask.png	237127	2263	2274
7T	masks	31_slice005_frame008-mask.png	237118	2413	2133
7T	masks	31_slice005_frame009-mask.png	236804	2563	2297
7T	masks	31_slice005_frame010-mask.png	236731	3082	1851
7T	masks	31_slice005_frame011-mask.png	236567	3746	1351
7T	masks	31_slice005_frame012-mask.png	236395	3733	1536
7T	masks	31_slice005_frame013-mask.png	236444	3898	1322
7T	masks	31_slice005_frame014-mask.png	236412	3968	1284
7T	masks	31_slice005_frame015-mask.png	236248	3902	1514
7T	masks	31_slice005_frame016-mask.png	236197	3950	1517
7T	masks	31_slice005_frame017-mask.png	236185	4082	1397
7T	masks	31_slice005_frame018-mask.png	236175	4148	1341
7T	masks	31_slice005_frame019-mask.png	235260	4426	1978
7T	masks	31_slice006_frame000-mask.png	234844	4325	2495
7T	masks	31_slice006_frame001-mask.png	234971	4420	2273
7T	masks	31_slice006_frame002-mask.png	235168	3918	2578
7T	masks	31_slice006_frame003-mask.png	235863	3566	2235
7T	masks	31_slice006_frame004-mask.png	235964	3118	2582
7T	masks	31_slice006_frame005-mask.png	236263	2608	2793
7T	masks	31_slice006_frame006-mask.png	236259	2740	2665
7T	masks	31_slice006_frame007-mask.png	236278	2728	2658
7T	masks	31_slice006_frame008-mask.png	236280	2617	2767
7T	masks	31_slice006_frame009-mask.png	236366	2442	2856
7T	masks	31_slice006_frame010-mask.png	236167	3283	2214
7T	masks	31_slice006_frame011-mask.png	236173	4149	1342
7T	masks	31_slice006_frame012-mask.png	236202	4100	1362
7T	masks	31_slice006_frame013-mask.png	236089	4245	1330
7T	masks	31_slice006_frame014-mask.png	236052	4285	1327
7T	masks	31_slice006_frame015-mask.png	235974	4239	1451
7T	masks	31_slice006_frame016-mask.png	236007	4322	1335
7T	masks	31_slice006_frame017-mask.png	235901	4402	1361
7T	masks	31_slice006_frame018-mask.png	235719	4463	1482
7T	masks	31_slice006_frame019-mask.png	234929	4786	1949
7T	masks	31_slice007_frame000-mask.png	234382	4363	2919
7T	masks	31_slice007_frame001-mask.png	234595	4482	2587
7T	masks	31_slice007_frame002-mask.png	234600	3850	3214
7T	masks	31_slice007_frame003-mask.png	235046	3957	2661
7T	masks	31_slice007_frame004-mask.png	235234	3560	2870
7T	masks	31_slice007_frame005-mask.png	235383	3086	3195
7T	masks	31_slice007_frame006-mask.png	235481	3018	3165
7T	masks	31_slice007_frame007-mask.png	235514	3228	2922
7T	masks	31_slice007_frame008-mask.png	235560	2921	3183
7T	masks	31_slice007_frame009-mask.png	235544	2905	3215
7T	masks	31_slice007_frame010-mask.png	235532	3568	2564
7T	masks	31_slice007_frame011-mask.png	235216	4261	2187
7T	masks	31_slice007_frame012-mask.png	235051	4593	2020
7T	masks	31_slice007_frame013-mask.png	235050	4548	2066
7T	masks	31_slice007_frame014-mask.png	234975	4779	1910
7T	masks	31_slice007_frame015-mask.png	234933	4797	1934
7T	masks	31_slice007_frame016-mask.png	234941	4924	1799
7T	masks	31_slice007_frame017-mask.png	234794	5069	1801
7T	masks	31_slice007_frame018-mask.png	234654	5201	1809
7T	masks	31_slice007_frame019-mask.png	234376	5027	2261
7T	masks	31_slice008_frame000-mask.png	233526	4846	3292
7T	masks	31_slice008_frame001-mask.png	233723	4875	3066
7T	masks	31_slice008_frame002-mask.png	234009	4653	3002
7T	masks	31_slice008_frame003-mask.png	234615	4150	2899
7T	masks	31_slice008_frame004-mask.png	234653	3859	3152
7T	masks	31_slice008_frame005-mask.png	235000	3112	3552
7T	masks	31_slice008_frame006-mask.png	235026	3217	3421
7T	masks	31_slice008_frame007-mask.png	235155	3344	3165
7T	masks	31_slice008_frame008-mask.png	235224	3356	3084
7T	masks	31_slice008_frame009-mask.png	235269	3248	3147
7T	masks	31_slice008_frame010-mask.png	235075	3961	2628
7T	masks	31_slice008_frame011-mask.png	234931	4512	2221
7T	masks	31_slice008_frame012-mask.png	234598	4900	2166
7T	masks	31_slice008_frame013-mask.png	234412	5343	1909
7T	masks	31_slice008_frame014-mask.png	234271	5034	2359
7T	masks	31_slice008_frame015-mask.png	234238	5358	2068
7T	masks	31_slice008_frame016-mask.png	234265	5439	1960
7T	masks	31_slice008_frame017-mask.png	234237	5658	1769
7T	masks	31_slice008_frame018-mask.png	234211	5618	1835
7T	masks	31_slice008_frame019-mask.png	233525	5313	2826
7T	masks	31_slice009_frame000-mask.png	233530	4434	3700
7T	masks	31_slice009_frame001-mask.png	233663	4603	3398
7T	masks	31_slice009_frame002-mask.png	233926	4464	3274
7T	masks	31_slice009_frame003-mask.png	234329	3969	3366
7T	masks	31_slice009_frame004-mask.png	234567	4036	3061
7T	masks	31_slice009_frame005-mask.png	234665	3175	3824
7T	masks	31_slice009_frame006-mask.png	234853	3391	3420
7T	masks	31_slice009_frame007-mask.png	234936	3357	3371
7T	masks	31_slice009_frame008-mask.png	235013	3554	3097
7T	masks	31_slice009_frame009-mask.png	234745	3450	3469
7T	masks	31_slice009_frame010-mask.png	234596	4277	2791
7T	masks	31_slice009_frame011-mask.png	234319	4455	2890
7T	masks	31_slice009_frame012-mask.png	234111	4756	2797
7T	masks	31_slice009_frame013-mask.png	234041	4952	2671
7T	masks	31_slice009_frame014-mask.png	234033	5168	2463
7T	masks	31_slice009_frame015-mask.png	233993	5384	2287
7T	masks	31_slice009_frame016-mask.png	233974	5652	2038
7T	masks	31_slice009_frame017-mask.png	233931	5614	2119
7T	masks	31_slice009_frame018-mask.png	233802	5622	2240
7T	masks	31_slice009_frame019-mask.png	233523	4993	3148
7T	masks	31_slice010_frame000-mask.png	233310	5012	3342
7T	masks	31_slice010_frame001-mask.png	233635	4527	3502
7T	masks	31_slice010_frame002-mask.png	233966	4196	3502
7T	masks	31_slice010_frame003-mask.png	234128	4113	3423
7T	masks	31_slice010_frame004-mask.png	234278	3863	3523
7T	masks	31_slice010_frame005-mask.png	234545	3552	3567
7T	masks	31_slice010_frame006-mask.png	234619	3152	3893
7T	masks	31_slice010_frame007-mask.png	234871	3156	3637
7T	masks	31_slice010_frame008-mask.png	234835	3187	3642
7T	masks	31_slice010_frame009-mask.png	234828	3168	3668
7T	masks	31_slice010_frame010-mask.png	234830	3902	2932
7T	masks	31_slice010_frame011-mask.png	234382	4320	2962
7T	masks	31_slice010_frame012-mask.png	234061	4643	2960
7T	masks	31_slice010_frame013-mask.png	234036	4987	2641
7T	masks	31_slice010_frame014-mask.png	233938	5189	2537
7T	masks	31_slice010_frame015-mask.png	233881	5259	2524
7T	masks	31_slice010_frame016-mask.png	233894	5594	2176
7T	masks	31_slice010_frame017-mask.png	233829	5619	2216
7T	masks	31_slice010_frame018-mask.png	233785	5609	2270
7T	masks	31_slice010_frame019-mask.png	233333	5358	2973
7T	masks	31_slice011_frame000-mask.png	233314	4614	3736
7T	masks	31_slice011_frame001-mask.png	233931	4378	3355
7T	masks	31_slice011_frame002-mask.png	234259	3826	3579
7T	masks	31_slice011_frame003-mask.png	234673	3678	3313
7T	masks	31_slice011_frame004-mask.png	234822	3293	3549
7T	masks	31_slice011_frame005-mask.png	234973	2740	3951
7T	masks	31_slice011_frame006-mask.png	235456	2953	3255
7T	masks	31_slice011_frame007-mask.png	235764	2901	2999
7T	masks	31_slice011_frame008-mask.png	235825	3129	2710
7T	masks	31_slice011_frame009-mask.png	234653	3409	3602
7T	masks	31_slice011_frame010-mask.png	234986	3704	2974
7T	masks	31_slice011_frame011-mask.png	234501	3895	3268
7T	masks	31_slice011_frame012-mask.png	234487	4366	2811
7T	masks	31_slice011_frame013-mask.png	234287	4536	2841
7T	masks	31_slice011_frame014-mask.png	234007	4876	2781
7T	masks	31_slice011_frame015-mask.png	233955	4860	2849
7T	masks	31_slice011_frame016-mask.png	233799	5101	2764
7T	masks	31_slice011_frame017-mask.png	233774	5283	2607
7T	masks	31_slice011_frame018-mask.png	233754	5555	2355
7T	masks	31_slice011_frame019-mask.png	233368	5302	2994
7T	masks	31_slice012_frame000-mask.png	233956	4319	3389
7T	masks	31_slice012_frame001-mask.png	234104	4239	3321
7T	masks	31_slice012_frame002-mask.png	234370	3872	3422
7T	masks	31_slice012_frame003-mask.png	235109	3731	2824
7T	masks	31_slice012_frame004-mask.png	235081	3564	3019
7T	masks	31_slice012_frame005-mask.png	235654	3657	2353
7T	masks	31_slice012_frame006-mask.png	241664	0	0
7T	masks	31_slice012_frame007-mask.png	241664	0	0
7T	masks	31_slice012_frame008-mask.png	241664	0	0
7T	masks	31_slice012_frame009-mask.png	235266	4051	2347
7T	masks	31_slice012_frame010-mask.png	234712	4123	2829
7T	masks	31_slice012_frame011-mask.png	234229	4361	3074
7T	masks	31_slice012_frame012-mask.png	234251	4723	2690
7T	masks	31_slice012_frame013-mask.png	233998	4796	2870
7T	masks	31_slice012_frame014-mask.png	234335	4954	2375
7T	masks	31_slice012_frame015-mask.png	233954	4733	2977
7T	masks	31_slice012_frame016-mask.png	233737	4725	3202
7T	masks	31_slice012_frame017-mask.png	233846	4811	3007
7T	masks	31_slice012_frame018-mask.png	233780	4951	2933
7T	masks	31_slice012_frame019-mask.png	233967	5389	2308
7T	masks	31_slice013_frame000-mask.png	235482	3624	2558
7T	masks	31_slice013_frame001-mask.png	236479	2829	2356
7T	masks	31_slice013_frame002-mask.png	241664	0	0
7T	masks	31_slice013_frame003-mask.png	241664	0	0
7T	masks	31_slice013_frame004-mask.png	241664	0	0
7T	masks	31_slice013_frame005-mask.png	241664	0	0
7T	masks	31_slice013_frame006-mask.png	241664	0	0
7T	masks	31_slice013_frame007-mask.png	241664	0	0
7T	masks	31_slice013_frame008-mask.png	241664	0	0
7T	masks	31_slice013_frame009-mask.png	241664	0	0
7T	masks	31_slice013_frame010-mask.png	241664	0	0
7T	masks	31_slice013_frame011-mask.png	241664	0	0
7T	masks	31_slice013_frame012-mask.png	241664	0	0
7T	masks	31_slice013_frame013-mask.png	235386	4118	2160
7T	masks	31_slice013_frame014-mask.png	235474	4112	2078
7T	masks	31_slice013_frame015-mask.png	235441	4235	1988
7T	masks	31_slice013_frame016-mask.png	235429	4317	1918
7T	masks	31_slice013_frame017-mask.png	235319	4333	2012
7T	masks	31_slice013_frame018-mask.png	235386	4123	2155
7T	masks	31_slice013_frame019-mask.png	235307	4107	2250
7T	masks	31_slice014_frame000-mask.png	241664	0	0
7T	masks	31_slice014_frame001-mask.png	241664	0	0
7T	masks	31_slice014_frame002-mask.png	241664	0	0
7T	masks	31_slice014_frame003-mask.png	241664	0	0
7T	masks	31_slice014_frame004-mask.png	241664	0	0
7T	masks	31_slice014_frame005-mask.png	241664	0	0
7T	masks	31_slice014_frame006-mask.png	241664	0	0
7T	masks	31_slice014_frame007-mask.png	241664	0	0
7T	masks	31_slice014_frame008-mask.png	241664	0	0
7T	masks	31_slice014_frame009-mask.png	241664	0	0
7T	masks	31_slice014_frame010-mask.png	241664	0	0
7T	masks	31_slice014_frame011-mask.png	241664	0	0
7T	masks	31_slice014_frame012-mask.png	241664	0	0
7T	masks	31_slice014_frame013-mask.png	241664	0	0
7T	masks	31_slice014_frame014-mask.png	241664	0	0
7T	masks	31_slice014_frame015-mask.png	241664	0	0
7T	masks	31_slice014_frame016-mask.png	241664	0	0
7T	masks	31_slice014_frame017-mask.png	241664	0	0
7T	masks	31_slice014_frame018-mask.png	241664	0	0
7T	masks	31_slice014_frame019-mask.png	241664	0	0
7T	masks	32_slice000_frame000-mask.png	240562	433	669
7T	masks	32_slice000_frame001-mask.png	240553	442	669
7T	masks	32_slice000_frame002-mask.png	240514	378	772
7T	masks	32_slice000_frame003-mask.png	241664	0	0
7T	masks	32_slice000_frame004-mask.png	241664	0	0
7T	masks	32_slice000_frame005-mask.png	241664	0	0
7T	masks	32_slice000_frame006-mask.png	241664	0	0
7T	masks	32_slice000_frame007-mask.png	241664	0	0
7T	masks	32_slice000_frame008-mask.png	241664	0	0
7T	masks	32_slice000_frame009-mask.png	240799	419	446
7T	masks	32_slice000_frame010-mask.png	240684	471	509
7T	masks	32_slice000_frame011-mask.png	240428	378	858
7T	masks	32_slice000_frame012-mask.png	240296	471	897
7T	masks	32_slice000_frame013-mask.png	240299	520	845
7T	masks	32_slice000_frame014-mask.png	240277	586	801
7T	masks	32_slice000_frame015-mask.png	240329	587	748
7T	masks	32_slice000_frame016-mask.png	240260	537	867
7T	masks	32_slice000_frame017-mask.png	240260	536	868
7T	masks	32_slice000_frame018-mask.png	240243	639	782
